id,adsh,name,tag,ddate,qtrs,value,tlabel
42332,0001013462-19-000003,ANSYS INC,AccountsPayableCurrent,20181231.0,0,7953000.0,Accounts payable
44424,0001018724-19-000004,AMAZON COM INC,AccountsPayableCurrent,20171231.0,0,34616000000.0,"Accounts Payable, Current"""
44425,0001018724-19-000004,AMAZON COM INC,AccountsPayableCurrent,20171231.0,0,34616000000.0,"Accounts Payable, Current"
44426,0001018724-19-000004,AMAZON COM INC,AccountsPayableCurrent,20171231.0,0,34616000000.0,Accounts payable
44427,0001018724-19-000004,AMAZON COM INC,AccountsPayableCurrent,20181231.0,0,38192000000.0,"Accounts Payable, Current"""
44428,0001018724-19-000004,AMAZON COM INC,AccountsPayableCurrent,20181231.0,0,38192000000.0,"Accounts Payable, Current"
44429,0001018724-19-000004,AMAZON COM INC,AccountsPayableCurrent,20181231.0,0,38192000000.0,Accounts payable
45740,0001043604-19-000012,JUNIPER NETWORKS INC,AccountsPayableCurrent,20171231.0,0,217600000.0,"Accounts Payable, Current"""
45741,0001043604-19-000012,JUNIPER NETWORKS INC,AccountsPayableCurrent,20171231.0,0,217600000.0,"Accounts Payable, Current"
45742,0001043604-19-000012,JUNIPER NETWORKS INC,AccountsPayableCurrent,20171231.0,0,217600000.0,Accounts payable
45743,0001043604-19-000012,JUNIPER NETWORKS INC,AccountsPayableCurrent,20181231.0,0,208800000.0,"Accounts Payable, Current"""
45744,0001043604-19-000012,JUNIPER NETWORKS INC,AccountsPayableCurrent,20181231.0,0,208800000.0,"Accounts Payable, Current"
45745,0001043604-19-000012,JUNIPER NETWORKS INC,AccountsPayableCurrent,20181231.0,0,208800000.0,Accounts payable
47242,0001045810-19-000023,NVIDIA CORP,AccountsPayableCurrent,20180131.0,0,596000000.0,"Accounts Payable, Current"""
47243,0001045810-19-000023,NVIDIA CORP,AccountsPayableCurrent,20180131.0,0,596000000.0,"Accounts Payable, Current"
47244,0001045810-19-000023,NVIDIA CORP,AccountsPayableCurrent,20180131.0,0,596000000.0,Accounts payable
47245,0001045810-19-000023,NVIDIA CORP,AccountsPayableCurrent,20190131.0,0,511000000.0,"Accounts Payable, Current"""
47246,0001045810-19-000023,NVIDIA CORP,AccountsPayableCurrent,20190131.0,0,511000000.0,"Accounts Payable, Current"
47247,0001045810-19-000023,NVIDIA CORP,AccountsPayableCurrent,20190131.0,0,511000000.0,Accounts payable
48535,0001047469-19-000712,INTERNATIONAL BUSINESS MACHINES CORP,AccountsPayableCurrent,20171231.0,0,6451000000.0,"Accounts Payable, Current"""
48536,0001047469-19-000712,INTERNATIONAL BUSINESS MACHINES CORP,AccountsPayableCurrent,20171231.0,0,6451000000.0,"Accounts Payable, Current"
48537,0001047469-19-000712,INTERNATIONAL BUSINESS MACHINES CORP,AccountsPayableCurrent,20171231.0,0,6451000000.0,Accounts payable
48538,0001047469-19-000712,INTERNATIONAL BUSINESS MACHINES CORP,AccountsPayableCurrent,20181231.0,0,6558000000.0,"Accounts Payable, Current"""
48539,0001047469-19-000712,INTERNATIONAL BUSINESS MACHINES CORP,AccountsPayableCurrent,20181231.0,0,6558000000.0,"Accounts Payable, Current"
48540,0001047469-19-000712,INTERNATIONAL BUSINESS MACHINES CORP,AccountsPayableCurrent,20181231.0,0,6558000000.0,Accounts payable
50054,0001047469-19-000788,"ACTIVISION BLIZZARD, INC.",AccountsPayableCurrent,20171231.0,0,323000000.0,"Accounts Payable, Current"""
50055,0001047469-19-000788,"ACTIVISION BLIZZARD, INC.",AccountsPayableCurrent,20171231.0,0,323000000.0,"Accounts Payable, Current"
50056,0001047469-19-000788,"ACTIVISION BLIZZARD, INC.",AccountsPayableCurrent,20171231.0,0,323000000.0,Accounts payable
50057,0001047469-19-000788,"ACTIVISION BLIZZARD, INC.",AccountsPayableCurrent,20181231.0,0,253000000.0,"Accounts Payable, Current"""
50058,0001047469-19-000788,"ACTIVISION BLIZZARD, INC.",AccountsPayableCurrent,20181231.0,0,253000000.0,"Accounts Payable, Current"
50059,0001047469-19-000788,"ACTIVISION BLIZZARD, INC.",AccountsPayableCurrent,20181231.0,0,253000000.0,Accounts payable
51332,0001058057-19-000010,MARVELL TECHNOLOGY GROUP LTD,AccountsPayableCurrent,20180131.0,0,145236000.0,"Accounts Payable, Current"""
51333,0001058057-19-000010,MARVELL TECHNOLOGY GROUP LTD,AccountsPayableCurrent,20180131.0,0,145236000.0,"Accounts Payable, Current"
51334,0001058057-19-000010,MARVELL TECHNOLOGY GROUP LTD,AccountsPayableCurrent,20180131.0,0,145236000.0,Accounts payable
51335,0001058057-19-000010,MARVELL TECHNOLOGY GROUP LTD,AccountsPayableCurrent,20190131.0,0,185362000.0,"Accounts Payable, Current"""
51336,0001058057-19-000010,MARVELL TECHNOLOGY GROUP LTD,AccountsPayableCurrent,20190131.0,0,185362000.0,"Accounts Payable, Current"
51337,0001058057-19-000010,MARVELL TECHNOLOGY GROUP LTD,AccountsPayableCurrent,20190131.0,0,185362000.0,Accounts payable
52789,0001058290-19-000009,COGNIZANT TECHNOLOGY SOLUTIONS CORP,AccountsPayableCurrent,20171231.0,0,210000000.0,"Accounts Payable, Current"""
52790,0001058290-19-000009,COGNIZANT TECHNOLOGY SOLUTIONS CORP,AccountsPayableCurrent,20171231.0,0,210000000.0,"Accounts Payable, Current"
52791,0001058290-19-000009,COGNIZANT TECHNOLOGY SOLUTIONS CORP,AccountsPayableCurrent,20171231.0,0,210000000.0,Accounts payable
52792,0001058290-19-000009,COGNIZANT TECHNOLOGY SOLUTIONS CORP,AccountsPayableCurrent,20181231.0,0,215000000.0,"Accounts Payable, Current"""
52793,0001058290-19-000009,COGNIZANT TECHNOLOGY SOLUTIONS CORP,AccountsPayableCurrent,20181231.0,0,215000000.0,"Accounts Payable, Current"
52794,0001058290-19-000009,COGNIZANT TECHNOLOGY SOLUTIONS CORP,AccountsPayableCurrent,20181231.0,0,215000000.0,Accounts payable
55642,0001086222-19-000066,AKAMAI TECHNOLOGIES INC,AccountsPayableCurrent,20171231.0,0,80278000.0,"Accounts Payable, Current"""
55643,0001086222-19-000066,AKAMAI TECHNOLOGIES INC,AccountsPayableCurrent,20171231.0,0,80278000.0,"Accounts Payable, Current"
55644,0001086222-19-000066,AKAMAI TECHNOLOGIES INC,AccountsPayableCurrent,20171231.0,0,80278000.0,Accounts payable
55645,0001086222-19-000066,AKAMAI TECHNOLOGIES INC,AccountsPayableCurrent,20181231.0,0,99089000.0,"Accounts Payable, Current"""
55646,0001086222-19-000066,AKAMAI TECHNOLOGIES INC,AccountsPayableCurrent,20181231.0,0,99089000.0,"Accounts Payable, Current"
55647,0001086222-19-000066,AKAMAI TECHNOLOGIES INC,AccountsPayableCurrent,20181231.0,0,99089000.0,Accounts payable
56970,0001124610-19-000012,"VMWARE, INC.",AccountsPayableCurrent,20180131.0,0,15000000.0,"Accounts Payable, Current"""
56971,0001124610-19-000012,"VMWARE, INC.",AccountsPayableCurrent,20180131.0,0,15000000.0,"Accounts Payable, Current"
56972,0001124610-19-000012,"VMWARE, INC.",AccountsPayableCurrent,20180131.0,0,15000000.0,Accounts payable
56973,0001124610-19-000012,"VMWARE, INC.",AccountsPayableCurrent,20190131.0,0,135000000.0,"Accounts Payable, Current"""
56974,0001124610-19-000012,"VMWARE, INC.",AccountsPayableCurrent,20190131.0,0,135000000.0,"Accounts Payable, Current"
56975,0001124610-19-000012,"VMWARE, INC.",AccountsPayableCurrent,20190131.0,0,135000000.0,Accounts payable
58541,0001169561-19-000006,COMMVAULT SYSTEMS INC,AccountsPayableCurrent,20181231.0,0,1347000.0,"Accounts Payable, Current"""
58542,0001169561-19-000006,COMMVAULT SYSTEMS INC,AccountsPayableCurrent,20181231.0,0,1347000.0,"Accounts Payable, Current"
58543,0001169561-19-000006,COMMVAULT SYSTEMS INC,AccountsPayableCurrent,20181231.0,0,1347000.0,Accounts payable
58544,0001169561-19-000006,COMMVAULT SYSTEMS INC,AccountsPayableCurrent,20180331.0,0,761000.0,"Accounts Payable, Current"""
58545,0001169561-19-000006,COMMVAULT SYSTEMS INC,AccountsPayableCurrent,20180331.0,0,761000.0,"Accounts Payable, Current"
58546,0001169561-19-000006,COMMVAULT SYSTEMS INC,AccountsPayableCurrent,20180331.0,0,761000.0,Accounts payable
59289,0001193125-19-027007,SEAGATE TECHNOLOGY PLC,AccountsPayableCurrent,20180630.0,0,1728000000.0,"Accounts Payable, Current"""
59290,0001193125-19-027007,SEAGATE TECHNOLOGY PLC,AccountsPayableCurrent,20180630.0,0,1728000000.0,"Accounts Payable, Current"
59291,0001193125-19-027007,SEAGATE TECHNOLOGY PLC,AccountsPayableCurrent,20180630.0,0,1728000000.0,Accounts payable
59292,0001193125-19-027007,SEAGATE TECHNOLOGY PLC,AccountsPayableCurrent,20181231.0,0,1442000000.0,"Accounts Payable, Current"""
59293,0001193125-19-027007,SEAGATE TECHNOLOGY PLC,AccountsPayableCurrent,20181231.0,0,1442000000.0,"Accounts Payable, Current"
59294,0001193125-19-027007,SEAGATE TECHNOLOGY PLC,AccountsPayableCurrent,20181231.0,0,1442000000.0,Accounts payable
60178,0001193125-19-045025,ON SEMICONDUCTOR CORP,AccountsPayableCurrent,20171231.0,0,548000000.0,"Accounts Payable, Current"""
60179,0001193125-19-045025,ON SEMICONDUCTOR CORP,AccountsPayableCurrent,20171231.0,0,548000000.0,"Accounts Payable, Current"
60180,0001193125-19-045025,ON SEMICONDUCTOR CORP,AccountsPayableCurrent,20171231.0,0,548000000.0,Accounts payable
60181,0001193125-19-045025,ON SEMICONDUCTOR CORP,AccountsPayableCurrent,20181231.0,0,671700000.0,"Accounts Payable, Current"""
60182,0001193125-19-045025,ON SEMICONDUCTOR CORP,AccountsPayableCurrent,20181231.0,0,671700000.0,"Accounts Payable, Current"
60183,0001193125-19-045025,ON SEMICONDUCTOR CORP,AccountsPayableCurrent,20181231.0,0,671700000.0,Accounts payable
61671,0001193125-19-058622,"ACI WORLDWIDE, INC.",AccountsPayableCurrent,20181231.0,0,39602000.0,"Accounts Payable, Current"""
61672,0001193125-19-058622,"ACI WORLDWIDE, INC.",AccountsPayableCurrent,20181231.0,0,39602000.0,"Accounts Payable, Current"
61673,0001193125-19-058622,"ACI WORLDWIDE, INC.",AccountsPayableCurrent,20181231.0,0,39602000.0,Accounts payable
61674,0001193125-19-058622,"ACI WORLDWIDE, INC.",AccountsPayableCurrent,20171231.0,0,34718000.0,"Accounts Payable, Current"""
61675,0001193125-19-058622,"ACI WORLDWIDE, INC.",AccountsPayableCurrent,20171231.0,0,34718000.0,"Accounts Payable, Current"
61676,0001193125-19-058622,"ACI WORLDWIDE, INC.",AccountsPayableCurrent,20171231.0,0,34718000.0,Accounts payable
63300,0001193125-19-059974,"TERADYNE, INC",AccountsPayableCurrent,20181231.0,0,100688000.0,"Accounts Payable, Current"""
63301,0001193125-19-059974,"TERADYNE, INC",AccountsPayableCurrent,20181231.0,0,100688000.0,"Accounts Payable, Current"
63302,0001193125-19-059974,"TERADYNE, INC",AccountsPayableCurrent,20181231.0,0,100688000.0,Accounts payable
63303,0001193125-19-059974,"TERADYNE, INC",AccountsPayableCurrent,20171231.0,0,86393000.0,"Accounts Payable, Current"""
63304,0001193125-19-059974,"TERADYNE, INC",AccountsPayableCurrent,20171231.0,0,86393000.0,"Accounts Payable, Current"
63305,0001193125-19-059974,"TERADYNE, INC",AccountsPayableCurrent,20171231.0,0,86393000.0,Accounts payable
65295,0001326801-19-000009,FACEBOOK INC,AccountsPayableCurrent,20171231.0,0,380000000.0,"Accounts Payable, Current"""
65296,0001326801-19-000009,FACEBOOK INC,AccountsPayableCurrent,20171231.0,0,380000000.0,"Accounts Payable, Current"
65297,0001326801-19-000009,FACEBOOK INC,AccountsPayableCurrent,20171231.0,0,380000000.0,Accounts payable
65298,0001326801-19-000009,FACEBOOK INC,AccountsPayableCurrent,20181231.0,0,820000000.0,"Accounts Payable, Current"""
65299,0001326801-19-000009,FACEBOOK INC,AccountsPayableCurrent,20181231.0,0,820000000.0,"Accounts Payable, Current"
65300,0001326801-19-000009,FACEBOOK INC,AccountsPayableCurrent,20181231.0,0,820000000.0,Accounts payable
66290,0001327567-19-000008,PALO ALTO NETWORKS INC,AccountsPayableCurrent,20180731.0,0,49400000.0,"Accounts Payable, Current"""
66291,0001327567-19-000008,PALO ALTO NETWORKS INC,AccountsPayableCurrent,20180731.0,0,49400000.0,"Accounts Payable, Current"
66292,0001327567-19-000008,PALO ALTO NETWORKS INC,AccountsPayableCurrent,20180731.0,0,49400000.0,Accounts payable
66293,0001327567-19-000008,PALO ALTO NETWORKS INC,AccountsPayableCurrent,20190131.0,0,27900000.0,"Accounts Payable, Current"""
66294,0001327567-19-000008,PALO ALTO NETWORKS INC,AccountsPayableCurrent,20190131.0,0,27900000.0,"Accounts Payable, Current"
66295,0001327567-19-000008,PALO ALTO NETWORKS INC,AccountsPayableCurrent,20190131.0,0,27900000.0,Accounts payable
67160,0001327811-19-000038,"WORKDAY, INC.",AccountsPayableCurrent,20180131.0,0,20998000.0,"Accounts Payable, Current"""
67161,0001327811-19-000038,"WORKDAY, INC.",AccountsPayableCurrent,20180131.0,0,20998000.0,"Accounts Payable, Current"
67162,0001327811-19-000038,"WORKDAY, INC.",AccountsPayableCurrent,20180131.0,0,20998000.0,Accounts payable
67163,0001327811-19-000038,"WORKDAY, INC.",AccountsPayableCurrent,20190131.0,0,29093000.0,"Accounts Payable, Current"""
67164,0001327811-19-000038,"WORKDAY, INC.",AccountsPayableCurrent,20190131.0,0,29093000.0,"Accounts Payable, Current"
67165,0001327811-19-000038,"WORKDAY, INC.",AccountsPayableCurrent,20190131.0,0,29093000.0,Accounts payable
68387,0001336920-19-000004,"LEIDOS HOLDINGS, INC.",AccountsPayableCurrent,20171231.0,0,557000000.0,"Accounts Payable, Current"""
68388,0001336920-19-000004,"LEIDOS HOLDINGS, INC.",AccountsPayableCurrent,20171231.0,0,557000000.0,"Accounts Payable, Current"
68389,0001336920-19-000004,"LEIDOS HOLDINGS, INC.",AccountsPayableCurrent,20171231.0,0,557000000.0,Accounts payable
68390,0001336920-19-000004,"LEIDOS HOLDINGS, INC.",AccountsPayableCurrent,20181231.0,0,547000000.0,"Accounts Payable, Current"""
68391,0001336920-19-000004,"LEIDOS HOLDINGS, INC.",AccountsPayableCurrent,20181231.0,0,547000000.0,"Accounts Payable, Current"
68392,0001336920-19-000004,"LEIDOS HOLDINGS, INC.",AccountsPayableCurrent,20181231.0,0,547000000.0,Accounts payable
69708,0001353283-19-000005,SPLUNK INC,AccountsPayableCurrent,20180131.0,0,11040000.0,"Accounts Payable, Current"""
69709,0001353283-19-000005,SPLUNK INC,AccountsPayableCurrent,20180131.0,0,11040000.0,"Accounts Payable, Current"
69710,0001353283-19-000005,SPLUNK INC,AccountsPayableCurrent,20180131.0,0,11040000.0,Accounts payable
69711,0001353283-19-000005,SPLUNK INC,AccountsPayableCurrent,20190131.0,0,20418000.0,"Accounts Payable, Current"""
69712,0001353283-19-000005,SPLUNK INC,AccountsPayableCurrent,20190131.0,0,20418000.0,"Accounts Payable, Current"
69713,0001353283-19-000005,SPLUNK INC,AccountsPayableCurrent,20190131.0,0,20418000.0,Accounts payable
70722,0001373715-19-000070,"SERVICENOW, INC.",AccountsPayableCurrent,20181231.0,0,30733000.0,"Accounts Payable, Current"""
70723,0001373715-19-000070,"SERVICENOW, INC.",AccountsPayableCurrent,20181231.0,0,30733000.0,"Accounts Payable, Current"
70724,0001373715-19-000070,"SERVICENOW, INC.",AccountsPayableCurrent,20181231.0,0,30733000.0,Accounts payable
70725,0001373715-19-000070,"SERVICENOW, INC.",AccountsPayableCurrent,20171231.0,0,32109000.0,"Accounts Payable, Current"""
70726,0001373715-19-000070,"SERVICENOW, INC.",AccountsPayableCurrent,20171231.0,0,32109000.0,"Accounts Payable, Current"
70727,0001373715-19-000070,"SERVICENOW, INC.",AccountsPayableCurrent,20171231.0,0,32109000.0,Accounts payable
74363,0001528396-19-000009,"GUIDEWIRE SOFTWARE, INC.",AccountsPayableCurrent,20180731.0,0,30635000.0,"Accounts Payable, Current"""
74364,0001528396-19-000009,"GUIDEWIRE SOFTWARE, INC.",AccountsPayableCurrent,20180731.0,0,30635000.0,"Accounts Payable, Current"
74365,0001528396-19-000009,"GUIDEWIRE SOFTWARE, INC.",AccountsPayableCurrent,20180731.0,0,30635000.0,Accounts payable
74366,0001528396-19-000009,"GUIDEWIRE SOFTWARE, INC.",AccountsPayableCurrent,20190131.0,0,20967000.0,"Accounts Payable, Current"""
74367,0001528396-19-000009,"GUIDEWIRE SOFTWARE, INC.",AccountsPayableCurrent,20190131.0,0,20967000.0,"Accounts Payable, Current"
74368,0001528396-19-000009,"GUIDEWIRE SOFTWARE, INC.",AccountsPayableCurrent,20190131.0,0,20967000.0,Accounts payable
75411,0001564590-19-001392,MICROSOFT CORP,AccountsPayableCurrent,20181231.0,0,7563000000.0,"Accounts Payable, Current"""
75412,0001564590-19-001392,MICROSOFT CORP,AccountsPayableCurrent,20181231.0,0,7563000000.0,"Accounts Payable, Current"
75413,0001564590-19-001392,MICROSOFT CORP,AccountsPayableCurrent,20181231.0,0,7563000000.0,Accounts payable
75414,0001564590-19-001392,MICROSOFT CORP,AccountsPayableCurrent,20180630.0,0,8617000000.0,"Accounts Payable, Current"""
75415,0001564590-19-001392,MICROSOFT CORP,AccountsPayableCurrent,20180630.0,0,8617000000.0,"Accounts Payable, Current"
75416,0001564590-19-001392,MICROSOFT CORP,AccountsPayableCurrent,20180630.0,0,8617000000.0,Accounts payable
76599,0001564590-19-001641,CACI INTERNATIONAL INC /DE/,AccountsPayableCurrent,20181231.0,0,197225000.0,"Accounts Payable, Current"""
76600,0001564590-19-001641,CACI INTERNATIONAL INC /DE/,AccountsPayableCurrent,20181231.0,0,197225000.0,"Accounts Payable, Current"
76601,0001564590-19-001641,CACI INTERNATIONAL INC /DE/,AccountsPayableCurrent,20181231.0,0,197225000.0,Accounts payable
76602,0001564590-19-001641,CACI INTERNATIONAL INC /DE/,AccountsPayableCurrent,20180630.0,0,82017000.0,"Accounts Payable, Current"""
76603,0001564590-19-001641,CACI INTERNATIONAL INC /DE/,AccountsPayableCurrent,20180630.0,0,82017000.0,"Accounts Payable, Current"
76604,0001564590-19-001641,CACI INTERNATIONAL INC /DE/,AccountsPayableCurrent,20180630.0,0,82017000.0,Accounts payable
77333,0001564590-19-002523,VIASAT INC,AccountsPayableCurrent,20180331.0,0,157481000.0,"Accounts Payable, Current"""
77334,0001564590-19-002523,VIASAT INC,AccountsPayableCurrent,20180331.0,0,157481000.0,"Accounts Payable, Current"
77335,0001564590-19-002523,VIASAT INC,AccountsPayableCurrent,20180331.0,0,157481000.0,Accounts payable
77336,0001564590-19-002523,VIASAT INC,AccountsPayableCurrent,20181231.0,0,160850000.0,"Accounts Payable, Current"""
77337,0001564590-19-002523,VIASAT INC,AccountsPayableCurrent,20181231.0,0,160850000.0,"Accounts Payable, Current"
77338,0001564590-19-002523,VIASAT INC,AccountsPayableCurrent,20181231.0,0,160850000.0,Accounts payable
78149,0001564590-19-003165,"TESLA, INC.",AccountsPayableCurrent,20181231.0,0,3404451000.0,"Accounts Payable, Current"""
78150,0001564590-19-003165,"TESLA, INC.",AccountsPayableCurrent,20181231.0,0,3404451000.0,"Accounts Payable, Current"
78151,0001564590-19-003165,"TESLA, INC.",AccountsPayableCurrent,20181231.0,0,3404451000.0,Accounts payable
78152,0001564590-19-003165,"TESLA, INC.",AccountsPayableCurrent,20171231.0,0,2390250000.0,"Accounts Payable, Current"""
78153,0001564590-19-003165,"TESLA, INC.",AccountsPayableCurrent,20171231.0,0,2390250000.0,"Accounts Payable, Current"
78154,0001564590-19-003165,"TESLA, INC.",AccountsPayableCurrent,20171231.0,0,2390250000.0,Accounts payable
79563,0001564590-19-003270,"NETAPP, INC.",AccountsPayableCurrent,20190131.0,0,497000000.0,"Accounts Payable, Current"""
79564,0001564590-19-003270,"NETAPP, INC.",AccountsPayableCurrent,20190131.0,0,497000000.0,"Accounts Payable, Current"
79565,0001564590-19-003270,"NETAPP, INC.",AccountsPayableCurrent,20190131.0,0,497000000.0,Accounts payable
79566,0001564590-19-003270,"NETAPP, INC.",AccountsPayableCurrent,20180430.0,0,609000000.0,"Accounts Payable, Current"""
79567,0001564590-19-003270,"NETAPP, INC.",AccountsPayableCurrent,20180430.0,0,609000000.0,"Accounts Payable, Current"
79568,0001564590-19-003270,"NETAPP, INC.",AccountsPayableCurrent,20180430.0,0,609000000.0,Accounts payable
80562,0001564590-19-003523,"TWITTER, INC.",AccountsPayableCurrent,20181231.0,0,145186000.0,"Accounts Payable, Current"""
80563,0001564590-19-003523,"TWITTER, INC.",AccountsPayableCurrent,20181231.0,0,145186000.0,"Accounts Payable, Current"
80564,0001564590-19-003523,"TWITTER, INC.",AccountsPayableCurrent,20181231.0,0,145186000.0,Accounts payable
80565,0001564590-19-003523,"TWITTER, INC.",AccountsPayableCurrent,20171231.0,0,170969000.0,"Accounts Payable, Current"""
80566,0001564590-19-003523,"TWITTER, INC.",AccountsPayableCurrent,20171231.0,0,170969000.0,"Accounts Payable, Current"
80567,0001564590-19-003523,"TWITTER, INC.",AccountsPayableCurrent,20171231.0,0,170969000.0,Accounts payable
81578,0001564590-19-003839,TEXAS INSTRUMENTS INC,AccountsPayableCurrent,20181231.0,0,478000000.0,"Accounts Payable, Current"""
81579,0001564590-19-003839,TEXAS INSTRUMENTS INC,AccountsPayableCurrent,20181231.0,0,478000000.0,"Accounts Payable, Current"
81580,0001564590-19-003839,TEXAS INSTRUMENTS INC,AccountsPayableCurrent,20181231.0,0,478000000.0,Accounts payable
81581,0001564590-19-003839,TEXAS INSTRUMENTS INC,AccountsPayableCurrent,20171231.0,0,466000000.0,"Accounts Payable, Current"""
81582,0001564590-19-003839,TEXAS INSTRUMENTS INC,AccountsPayableCurrent,20171231.0,0,466000000.0,"Accounts Payable, Current"
81583,0001564590-19-003839,TEXAS INSTRUMENTS INC,AccountsPayableCurrent,20171231.0,0,466000000.0,Accounts payable
82870,0001564590-19-003905,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",AccountsPayableCurrent,20181231.0,0,73166000.0,"Accounts Payable, Current"""
82871,0001564590-19-003905,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",AccountsPayableCurrent,20181231.0,0,73166000.0,"Accounts Payable, Current"
82872,0001564590-19-003905,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",AccountsPayableCurrent,20181231.0,0,73166000.0,Accounts payable
82873,0001564590-19-003905,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",AccountsPayableCurrent,20171231.0,0,85749000.0,"Accounts Payable, Current"""
82874,0001564590-19-003905,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",AccountsPayableCurrent,20171231.0,0,85749000.0,"Accounts Payable, Current"
82875,0001564590-19-003905,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",AccountsPayableCurrent,20171231.0,0,85749000.0,Accounts payable
85140,0001564590-19-003906,"TRADE DESK, INC.",AccountsPayableCurrent,20181231.0,0,669147000.0,"Accounts Payable, Current"""
85141,0001564590-19-003906,"TRADE DESK, INC.",AccountsPayableCurrent,20181231.0,0,669147000.0,"Accounts Payable, Current"
85142,0001564590-19-003906,"TRADE DESK, INC.",AccountsPayableCurrent,20181231.0,0,669147000.0,Accounts payable
85143,0001564590-19-003906,"TRADE DESK, INC.",AccountsPayableCurrent,20171231.0,0,490377000.0,"Accounts Payable, Current"""
85144,0001564590-19-003906,"TRADE DESK, INC.",AccountsPayableCurrent,20171231.0,0,490377000.0,"Accounts Payable, Current"
85145,0001564590-19-003906,"TRADE DESK, INC.",AccountsPayableCurrent,20171231.0,0,490377000.0,Accounts payable
85927,0001564590-19-005179,ADTRAN INC,AccountsPayableCurrent,20181231.0,0,61054000.0,"Accounts Payable, Current"""
85928,0001564590-19-005179,ADTRAN INC,AccountsPayableCurrent,20181231.0,0,61054000.0,"Accounts Payable, Current"
85929,0001564590-19-005179,ADTRAN INC,AccountsPayableCurrent,20181231.0,0,61054000.0,Accounts payable
85930,0001564590-19-005179,ADTRAN INC,AccountsPayableCurrent,20171231.0,0,60632000.0,"Accounts Payable, Current"""
85931,0001564590-19-005179,ADTRAN INC,AccountsPayableCurrent,20171231.0,0,60632000.0,"Accounts Payable, Current"
85932,0001564590-19-005179,ADTRAN INC,AccountsPayableCurrent,20171231.0,0,60632000.0,Accounts payable
87428,0001564590-19-005657,NXP SEMICONDUCTORS N.V.,AccountsPayableCurrent,20171231.0,0,1146000000.0,"Accounts Payable, Current"""
87429,0001564590-19-005657,NXP SEMICONDUCTORS N.V.,AccountsPayableCurrent,20171231.0,0,1146000000.0,"Accounts Payable, Current"
87430,0001564590-19-005657,NXP SEMICONDUCTORS N.V.,AccountsPayableCurrent,20171231.0,0,1146000000.0,Accounts payable
87431,0001564590-19-005657,NXP SEMICONDUCTORS N.V.,AccountsPayableCurrent,20181231.0,0,999000000.0,"Accounts Payable, Current"""
87432,0001564590-19-005657,NXP SEMICONDUCTORS N.V.,AccountsPayableCurrent,20181231.0,0,999000000.0,"Accounts Payable, Current"
87433,0001564590-19-005657,NXP SEMICONDUCTORS N.V.,AccountsPayableCurrent,20181231.0,0,999000000.0,Accounts payable
88795,0001564590-19-005799,ALTAIR ENGINEERING INC.,AccountsPayableCurrent,20181231.0,0,8357000.0,"Accounts Payable, Current"""
88796,0001564590-19-005799,ALTAIR ENGINEERING INC.,AccountsPayableCurrent,20181231.0,0,8357000.0,"Accounts Payable, Current"
88797,0001564590-19-005799,ALTAIR ENGINEERING INC.,AccountsPayableCurrent,20181231.0,0,8357000.0,Accounts payable
88798,0001564590-19-005799,ALTAIR ENGINEERING INC.,AccountsPayableCurrent,20171231.0,0,4880000.0,"Accounts Payable, Current"""
88799,0001564590-19-005799,ALTAIR ENGINEERING INC.,AccountsPayableCurrent,20171231.0,0,4880000.0,"Accounts Payable, Current"
88800,0001564590-19-005799,ALTAIR ENGINEERING INC.,AccountsPayableCurrent,20171231.0,0,4880000.0,Accounts payable
90014,0001564590-19-008273,ORACLE CORP,AccountsPayableCurrent,20190228.0,0,603000000.0,"Accounts Payable, Current"""
90015,0001564590-19-008273,ORACLE CORP,AccountsPayableCurrent,20190228.0,0,603000000.0,"Accounts Payable, Current"
90016,0001564590-19-008273,ORACLE CORP,AccountsPayableCurrent,20190228.0,0,603000000.0,Accounts payable
90017,0001564590-19-008273,ORACLE CORP,AccountsPayableCurrent,20180531.0,0,529000000.0,"Accounts Payable, Current"""
90018,0001564590-19-008273,ORACLE CORP,AccountsPayableCurrent,20180531.0,0,529000000.0,"Accounts Payable, Current"
90019,0001564590-19-008273,ORACLE CORP,AccountsPayableCurrent,20180531.0,0,529000000.0,Accounts payable
90905,0001571123-19-000004,SCIENCE APPLICATIONS INTERNATIONAL CORP,AccountsPayableCurrent,20180131.0,0,397000000.0,"Accounts Payable, Current"""
90906,0001571123-19-000004,SCIENCE APPLICATIONS INTERNATIONAL CORP,AccountsPayableCurrent,20180131.0,0,397000000.0,"Accounts Payable, Current"
90907,0001571123-19-000004,SCIENCE APPLICATIONS INTERNATIONAL CORP,AccountsPayableCurrent,20180131.0,0,397000000.0,Accounts payable
90908,0001571123-19-000004,SCIENCE APPLICATIONS INTERNATIONAL CORP,AccountsPayableCurrent,20190131.0,0,455000000.0,"Accounts Payable, Current"""
90909,0001571123-19-000004,SCIENCE APPLICATIONS INTERNATIONAL CORP,AccountsPayableCurrent,20190131.0,0,455000000.0,"Accounts Payable, Current"
